ID;3%;6%;10%;15%;20%
91;1.1687;4.3677;5.6774;8.6825;8.6055
92;0.2980045;0.4702163;11.2667277;6.7262;8.5911
93;5.35608;0.4702163;8.914696;5.6784;8.6358
94;6.4358809;6.4472909;10.0369026;9.5230615;10.4299831
95;4.3386683;6.484621;9.3627075;9.5931943;9.6628939
96;4.8828936;4.7186519;6.1553893;9.5457349;9.6628939
97;-1.5332022;6.2120966;5.2695538;8.9985759;8.92711
98;-0.771191;5.8930785;7.9367403;11.5642998;9.6956503
99;1.8509919;4.7186519;10.7908691;8.6102775;9.8496529
100;0.2980045;5.8992294;6.1553893;9.2328677;9.7157748
101;6.1230137;6.1344237;9.7240354;9.2101943;9.6956503
102;4.0258011;6.1717539;9.0498404;9.2803272;9.3500267
103;4.5700264;4.4057848;5.8425222;9.2328677;8.6520049
104;-1.8460694;5.8992294;4.9566867;8.6857087;8.6142428
105;-1.0840582;5.5802114;7.6238731;11.2514327;9.3827831
106;4.3386683;4.7186519;5.2695538;8.2974104;9.5367857
107;0.2980045;5.8992294;10.7908691;9.2328677;9.4029076
108;1.8509919;1.8624019;5.4520136;4.9381724;5.8450941
109;-0.2462207;1.899732;4.7778185;5.0083053;5.0780048
110;2.0582925;0.1337629;1.5705003;4.9608458;4.3799831
111;1.8068169;1.6272076;0.6846648;4.4136868;4.342221
112;3.5449548;1.3081895;3.3518512;6.9794108;5.1107612
113;2.5852213;4.7186519;5.2695538;4.0253885;5.2647638
114;6.5383144;5.8992294;10.7908691;9.2328677;5.1308857
115;6.7440907;-2.718537;2.5190079;5.1190136;-1.3812734
116;-1.3923189;-2.6802433;3.2217589;1.8699996;-0.8960987
117;-2.3520524;-2.8261618;0.8697273;1.3490306;5.6449186
118;1.6010407;0.4702163;2.2686905;4.301322;3.9343718
119;-1.5066544;0.4702163;2.7459004;0.9213422;6.112828
120;12.1034072;4.5130671;2.7264057;3.1188677;-3.3814193
121;11.8519316;3.6847083;1.221613;-0.1301462;-2.8962446
122;-0.651974;3.6603567;10.7908691;-0.6511153;3.6447728
123;-0.2349055;2.4703622;0.2685447;2.3011762;1.934226
124;-3.5068002;3.5026989;0.7457545;-1.0788036;4.1126822
125;11.5080605;4.1233362;10.3136593;3.7142144;-2.7860726
126;11.2565849;3.5872378;1.8169597;0.4652004;-2.3008979
127;-1.1056353;3.7637787;1.4021494;-0.0557686;4.2401194
128;0.6885669;1.8750155;0.8638913;2.8965228;2.5295726
129;-2.9114536;3.3207669;1.3411012;-0.483457;4.7080288
130;2.0582925;5.3264318;1.4021494;13.1639824;14.1577968
131;1.8068169;5.317962;11.2667277;9.9149684;11.9793406
132;3.5449548;5.218807;8.914696;9.3939994;13.6898874
133;2.5852213;7.5747524;10.3136593;12.3462908;11.9793406
134;6.5383144;5.7766268;10.7908691;8.966311;14.1577968
135;6.9955662;0.389158;-3.5351243;8.2267087;1.7264216
136;6.7440907;0.3806883;6.329454;4.9776947;2.2115963
137;-1.3923189;0.2815333;3.9774223;4.4567257;8.7526137
138;-2.3520524;2.6374787;5.3763856;7.4090171;7.0420669
139;1.6010407;0.8393531;5.8535954;4.0290373;9.2205231
